Entity 1;Entity 2;KG - Cosine Similarity;Label
http://purl.obolibrary.org/obo/24148;http://purl.obolibrary.org/obo/C0376358;-0.14494900003327496;0
http://purl.obolibrary.org/obo/5468;http://purl.obolibrary.org/obo/C0010346;0.056257673271141825;1
http://purl.obolibrary.org/obo/5162;http://purl.obolibrary.org/obo/C0023487;-0.0777160688003264;0
http://purl.obolibrary.org/obo/128674;http://purl.obolibrary.org/obo/C0154682;-0.03696818274733504;0
http://purl.obolibrary.org/obo/4292;http://purl.obolibrary.org/obo/C0346153;-0.19036002813246064;1
http://purl.obolibrary.org/obo/2177;http://purl.obolibrary.org/obo/C1708349;-0.023984839711372854;0
http://purl.obolibrary.org/obo/55036;http://purl.obolibrary.org/obo/C4317124;-0.049713049580412824;1
http://purl.obolibrary.org/obo/4613;http://purl.obolibrary.org/obo/C0752125;0.006718041042569385;0
http://purl.obolibrary.org/obo/95681;http://purl.obolibrary.org/obo/C1510586;0.04492784313251417;1
http://purl.obolibrary.org/obo/55857;http://purl.obolibrary.org/obo/C1851967;0.09325515483116631;0
http://purl.obolibrary.org/obo/9997;http://purl.obolibrary.org/obo/C1850597;-0.06585877307812524;1
http://purl.obolibrary.org/obo/7157;http://purl.obolibrary.org/obo/C0001973;-0.021657669459998394;0
http://purl.obolibrary.org/obo/11277;http://purl.obolibrary.org/obo/C3489724;-0.08319888678418819;1
http://purl.obolibrary.org/obo/64374;http://purl.obolibrary.org/obo/C0043459;-0.0009063116009078453;0
