Entity A;Entity B;;
1352;C2931891;;
3845;C0272170;;
53947;C4721444;;
8313;C0699791;;
5925;C0005684;;
64682;C0001973;;
2065;C0005684;;
128674;C1563719;;
80169;C0023467;;
79633;C0020074;;
2260;C3495498;;
7476;C0029463;;
4340;C0036341;;
3162;C0699791;;
6900;C4225309;;
1947;C0268390;;
2072;C0007131;;
102;C1860788;;
55572;C0080178;;
1301;C1849792;;
948;C0036341;;
1832;C2020284;;
4891;C0345904;;
2099;C2239176;;
7274;C0035334;;
1588;C1140680;;
6427;C0010674;;
1956;C0005396;;
10413;C0029459;;
7482;C0022336;;
5395;C1449843;;
9829;C4310802;;
7015;C0024141;;
675;C0028754;;
3752;C0011860;;
440435;C1846896;;
8314;C0006142;;
57502;C0004352;;
26047;C1867234;;
2626;C0001973;;
7201;C3665349;;
4724;C1850600;;
7066;C0004352;;
7157;C4015388;;
154;C1864040;;
472;C1333990;;
1316;C1843181;;
55280;C0752122;;
79738;C0028754;;
861;C0037769;;
2697;C1527231;;
91137;C0205713;;
1302;C3281128;;
4524;C1720859;;
55967;C4551902;;
55212;C0268621;;
339983;C3278155;;
1316;C0037889;;
8216;C3501846;;
1906;C0036341;;
10413;C0011860;;
5885;C0023467;;
207;C1140680;;
3845;C1140680;;
6261;C0376329;;
6532;C0546264;;
6654;C3501846;;
3479;C0001206;;
3689;C0023487;;
308;C0001973;;
5728;C0476089;;
643418;C3553029;;
274;C0279626;;
2561;C0002395;;
23400;C1868675;;
10210;C0024117;;
84662;C0035372;;
5034;C1846707;;
10253;C0008924;;
1050;C0028754;;
5190;C3553937;;
998;C0036341;;
8289;C0038454;;
6934;C1449563;;
5052;C0006142;;
345;C0745103;;
3667;C2239176;;
6663;C0036341;;
7040;C4722330;;
1136;C0001973;;
1030;C1282968;;
50939;C0038644;;
26053;C4552079;;
2934;C0029459;;
5745;C0005684;;
5019;C0029456;;
22880;C0007131;;
8438;C2239176;;
169522;C1865869;;
10585;C0006142;;
3553;C1168401;;
6390;C0030421;;
8289;C0009402;;
3181;C0009324;;
55210;C0376358;;
2911;C0001973;;
92482;C3806174;;
10210;C1857941;;
673;C0004114;;
10594;C0035334;;
1438;C0036341;;
6324;C0038644;;
1280;C0026654;;
8915;C0024305;;
4976;C0752347;;
2720;C0376358;;
7157;C0004352;;
6197;C2239176;;
6997;C0265357;;
2697;C2748542;;
673;C1527404;;
6513;C0345905;;
51741;C0025149;;
2067;C4048328;;
79728;C1112155;;
3914;C3179349;;
1509;C0003873;;
2588;C0024305;;
93;C0087031;;
6647;C1862941;;
2;C4693640;;
595;C0376358;;
1371;C1850598;;
3690;C0268250;;
6647;C1704417;;
2146;C0001815;;
5728;C4225426;;
51008;C0004763;;
57545;C0009714;;
2157;C0272322;;
4694;C0752124;;
7157;C0279626;;
55572;C4551558;;
5034;C0029459;;
91942;C4748768;;
3791;C3489396;;
4854;C2239176;;
54538;C2931673;;
84062;C0036341;;
540;C0152013;;
6389;C0005684;;
10082;C0029459;;
2108;C3278154;;
2561;C1843181;;
10083;C4721952;;
2153;C2239176;;
1636;C0038454;;
51;C1319466;;
6820;C0476089;;
84314;C1846784;;
3117;C4552100;;
54822;C0009402;;
4311;C0242387;;
64919;C4748152;;
5336;C0005684;;
8647;C0476089;;
7139;C1708349;;
8036;C3203102;;
5396;C0376358;;
8289;C0206686;;
22800;C0007131;;
1636;C0007131;;
7170;C3809888;;
27229;C4225362;;
8036;C1843181;;
4728;C0009324;;
6311;C0027404;;
23426;C1708349;;
2898;C4551952;;
5888;C0339534;;
7450;C3150877;;
5095;C0476089;;
2318;C0009402;;
5649;C0019829;;
2703;C0006142;;
2495;C0345967;;
1788;C0751883;;
6948;C0009402;;
84942;C0279702;;
10683;C0376358;;
5771;C0010346;;
1950;C0023264;;
5244;C0270912;;
8289;C0340485;;
8831;C0036341;;
3350;C0001973;;
4609;C4048328;;
6927;C0009402;;
5327;C0036341;;
1474;C1504412;;
999;C1333990;;
1629;C0751285;;
5307;C2239176;;
9863;C0752120;;
9627;C0025237;;
4436;C0009405;;
19;C0036341;;
58;C0345967;;
650;C4310752;;
6440;C0279626;;
5443;C0011848;;
6329;C2936781;;
4261;C0028754;;
10743;C1510586;;
79644;C2675185;;
5172;C0751208;;
1410;C0376358;;
6262;C2677794;;
2255;C0008924;;
2688;C0036920;;
1063;C2239176;;
1832;C0006142;;
102;C0006142;;
55215;C0265219;;
8314;C2931822;;
324;C0345904;;
57465;C0085215;;
7403;C0279626;;
1836;C1857255;;
4780;C3494522;;
83544;C0020072;;
7124;C4284790;;
3845;C1848030;;
9568;C2239176;;
2153;C2713442;;
1284;C0476089;;
5648;C0339573;;
242;C0152013;;
1146;C4722258;;
6774;C0023467;;
2260;C1970431;;
1738;C0035334;;
55636;C0376358;;
6786;C0003873;;
6427;C1853198;;
6597;C1333990;;
4437;C0752123;;
4624;C4310673;;
2146;C3149117;;
2188;C2239176;;
7153;C0036341;;
55210;C0266470;;
1545;C1140680;;
3575;C1858679;;
673;C0006142;;
1261;C0398738;;
51300;C0024305;;
778;C0036341;;
4878;C0376358;;
8820;C0338502;;
51750;C4721508;;
5538;C0003873;;
5395;C0206141;;
55764;C0406587;;
4128;C1275081;;
7490;C0085548;;
3845;C4552097;;
5795;C3810129;;
1804;C0025237;;
2188;C4551720;;
2072;C1140680;;
51085;C2239176;;
6654;C4539839;;
6622;C0268251;;
63924;C4551899;;
5961;C0152423;;
10395;C0009402;;
1387;C0155016;;
1956;C0005684;;
999;C2239176;;
4582;C0026764;;
9215;C0028754;;
54658;C0027819;;
27030;C1449563;;
894;C0009402;;
4915;C0029463;;
5727;C0008924;;
64221;C0279702;;
2074;C0684249;;
2122;C4551851;;
4318;C1275081;;
324;C2713442;;
1806;C1847319;;
1031;C0026764;;
768206;C0035334;;
80704;C2931891;;
1794;C0699791;;
7249;C1704417;;
3476;C1621958;;
4625;C1836327;;
604;C2239176;;
5828;C2239176;;
146057;C1140680;;
201163;C0752123;;
4089;C3203102;;
999;C0346153;;
80144;C0036341;;
7025;C3808553;;
8438;C4721532;;
3417;C0019569;;
5144;C2936862;;
1298;C2020284;;
6016;C1275081;;
10144;C0376358;;
2778;C0206698;;
5002;C1861172;;
7133;C2239176;;
857;C0025149;;
4437;C0032580;;
175;C4551720;;
1967;C0152013;;
2176;C3463824;;
10525;C0001973;;
3162;C4722327;;
857;C1720860;;
4747;C0036341;;
55636;C0342384;;
4547;C0152013;;
1748;C4225209;;
2255;C4551859;;
3284;C0345905;;
526;C0024301;;
5518;C0152426;;
5116;C0026654;;
1629;C1855371;;
64324;C1510586;;
10461;C0339527;;
2263;C0376329;;
1969;C1527404;;
2668;C1621958;;
81846;C1858278;;
5376;C0751036;;
331;C1862941;;
8910;C0001973;;
23171;C0348626;;
6597;C4721509;;
5959;C1708349;;
5594;C0036341;;
4851;C0677607;;
2566;C0036341;;
861;C1142166;;
6938;C0010278;;
7299;C0238288;;
1493;C0087031;;
22845;C4317224;;
2562;C1510586;;
4729;C2931891;;
1123;C3501848;;
4534;C0007131;;
1727;C2749561;;
5245;C0036341;;
4790;C2239176;;
124512;C4014745;;
1832;C0085298;;
3593;C0342573;;
590;C1855794;;
5444;C1704417;;
29968;C2239176;;
24;C0265343;;
8216;C0752121;;
25978;C3150738;;
1906;C0752347;;
118429;C0029456;;
9031;C0175702;;
5054;C0004943;;
2736;C0005684;;
1298;C0085576;;
345611;C0009324;;
925;C1961102;;
7132;C0221032;;
10021;C2751083;;
673;C0004779;;
64324;C2239176;;
3458;C0752123;;
383;C2239176;;
8803;C1850598;;
5071;C0339510;;
11281;C0036341;;
472;C1112155;;
55733;C0036341;;
80025;C0175704;;
23600;C0036341;;
8929;C0036341;;
85365;C0007131;;
7468;C0796117;;
7157;C0030421;;
5824;C0152013;;
5605;C1527404;;
2187;C0270911;;
593;C0152426;;
3458;C0030044;;
675;C0376358;;
7124;C3887485;;
729920;C0020075;;
4352;C0036341;;
472;C2936783;;
4868;C0270912;;
158326;C3714506;;
23092;C0023467;;
57231;C0376358;;
1188;C4310805;;
29098;C0152013;;
57190;C1834558;;
778;C4225390;;
348;C1853761;;
7428;C0002395;;
1786;C0006142;;
23118;C0265219;;
6049;C1720861;;
116519;C0020479;;
4547;C0036341;;
6314;C0238198;;
3043;C0032463;;
2780;C1841721;;
7037;C0003873;;
51733;C0238198;;
5192;C0036341;;
2072;C0342384;;
4846;C0008312;;
10312;C3501846;;
1649;C0028754;;
10011;C0238358;;
7139;C0003873;;
29925;C0265221;;
56704;C4014864;;
2206;C1840253;;
1788;C0010346;;
3909;C0079683;;
1495;C2936783;;
4524;C0152013;;
6165;C0009714;;
8291;C1112155;;
5880;C0152423;;
4609;C0276496;;
55165;C0001973;;
1290;C3150753;;
1027;C2936783;;
9750;C4225298;;
2668;C1859049;;
51082;C0152423;;
596;C2584774;;
3569;C0917804;;
25794;C0035334;;
90993;C4015610;;
641;C3463824;;
57216;C0152426;;
9693;C0393702;;
134701;C1837549;;
2668;C0003873;;
472;C0276496;;
4609;C0028754;;
4311;C2749562;;
5605;C4551602;;
1767;C4551720;;
80704;C1850600;;
23171;C2748542;;
699;C2239176;;
2672;C1846545;;
57679;C1859807;;
4909;C0004352;;
8289;C0265343;;
3239;C4707243;;
540;C0006142;;
1303;C4225314;;
5080;C2936783;;
7546;C2239176;;
6662;C0345904;;
3329;C0279702;;
6786;C0752120;;
816;C0019202;;
9731;C1563716;;
10683;C1961102;;
57492;C0268237;;
9380;C0752121;;
9493;C2239176;;
55036;C3151136;;
6569;C3495427;;
84295;C1839071;;
4780;C0085215;;
4171;C0035334;;
10293;C0004352;;
23236;C0036341;;
3663;C0008924;;
5894;C1568247;;
282809;C1876165;;
10397;C0007131;;
1471;C0002395;;
5139;C0270912;;
3172;C0009324;;
23746;C0700053;;
8915;C0038454;;
64419;C0043459;;
124093;C2239176;;
5660;C2673266;;
10210;C1850600;;
79728;C2936783;;
196528;C1142166;;
3394;C0003873;;
815;C2936862;;
4313;C1708349;;
4524;C0010346;;
4282;C0006142;;
7431;C0039101;;
2741;C0393598;;
2052;C0032914;;
596;C3279899;;
5551;C0175778;;
6714;C0152013;;
6948;C0006142;;
308;C1449842;;
2064;C2931891;;
7021;C0149931;;
6103;C0027819;;
7015;C0005684;;
2876;C0028754;;
3483;C1841621;;
5195;C0003873;;
5157;C2239176;;
2006;C0023467;;
2122;C3150860;;
29968;C0036341;;
10715;C0751781;;
5053;C0279626;;
25939;C0432272;;
1277;C4551623;;
4282;C0004352;;
1909;C0238198;;
2629;C1868675;;
3117;C3837958;;
57152;C3539507;;
85365;C1708349;;
10457;C0162872;;
1499;C0752124;;
3952;C0011860;;
1956;C0149925;;
2253;C2936346;;
348980;C3463992;;
171023;C0023473;;
2668;C4721508;;
9241;C0085215;;
8289;C0035334;;
5080;C1858991;;
9180;C0007131;;
4846;C0032914;;
5328;C4707243;;
10806;C0028754;;
4703;C1850569;;
4669;C0001973;;
55215;C0376358;;
10683;C2931082;;
6608;C4284790;;
2175;C1856797;;
5160;C1850598;;
6514;C0917804;;
4647;C3489630;;
8148;C0348626;;
29954;C4284790;;
2672;C2239176;;
2796;C0020514;;
10019;C0349639;;
3479;C0376358;;
7249;C0041341;;
2335;C0010346;;
4308;C1850362;;
8929;C0038644;;
2916;C4041558;;
4893;C0023473;;
55670;C1856186;;
6427;C0004352;;
915;C3810147;;
2065;C2931822;;
91137;C0270912;;
51741;C0752125;;
326;C4551602;;
8763;C0001973;;
5546;C0279702;;
816;C3541456;;
22954;C2936862;;
6261;C0265219;;
9049;C0221406;;
2263;C1140680;;
3265;C4310710;;
7124;C0796279;;
3918;C0011860;;
652;C0003873;;
7291;C0032897;;
2626;C0035334;;
3853;C0751122;;
6647;C2713442;;
729920;C0752122;;
50939;C0006142;;
5740;C0038325;;
7273;C1450052;;
27241;C4551902;;
1536;C0004352;;
6578;C3463824;;
673;C4551602;;
4255;C0279626;;
4534;C0348626;;
9657;C4551480;;
2108;C3463824;;
5327;C0019829;;
4595;C1568248;;
410;C0011860;;
5573;C0028754;;
581;C0006142;;
54894;C0476089;;
6507;C0036341;;
3856;C1708349;;
2260;C1855868;;
6261;C0342384;;
633;C4552079;;
1778;C0238198;;
2475;C0005684;;
5317;C0035334;;
7040;C1876165;;
781;C3280501;;
3265;C0006142;;
729;C0376358;;
5277;C0019050;;
54413;C1510586;;
53947;C0006413;;
2539;C2677294;;
5339;C4479476;;
157680;C0028754;;
6571;C4721532;;
5770;C0035372;;
27040;C2749560;;
372;C4551637;;
27229;C0028754;;
59341;C0036391;;
1387;C0345905;;
5781;C0279702;;
4893;C0027708;;
4524;C0038454;;
3481;C4284790;;
81848;C0023467;;
60481;C0752124;;
144568;C0376358;;
51360;C2239176;;
7066;C0024507;;
2052;C1333991;;
6900;C3809374;;
1956;C0085548;;
6712;C0745103;;
23043;C4310755;;
7040;C1858991;;
6928;C0376358;;
4704;C1850598;;
596;C3541456;;
22943;C0006142;;
124590;C1848639;;
2;C1721007;;
197;C4551986;;
861;C0023467;;
7291;C0030044;;
146057;C0752122;;
6010;C1848172;;
89780;C4084842;;
4163;C0152013;;
410;C2713319;;
7403;C0566602;;
857;C3203102;;
846;C0235974;;
8600;C0029456;;
55315;C3837958;;
5173;C1868675;;
1832;C0265219;;
899;C0029456;;
6654;C1527404;;
2717;C0038454;;
2353;C2239176;;
5728;C1708349;;
8600;C3179239;;
120892;C0010346;;
1742;C0011860;;
26154;C1961102;;
590;C0030044;;
2895;C0752122;;
4719;C1850598;;
5500;C0086651;;
51185;C4282180;;
3458;C0006142;;
668;C1862263;;
8214;C0220704;;
2876;C1631597;;
1950;C2239176;;
2299;C0085215;;
54806;C4552072;;
6299;C4551481;;
10087;C1449563;;
9860;C0035334;;
5621;C0752122;;
6297;C0024141;;
3766;C0271829;;
7837;C0023467;;
7132;C0010674;;
5583;C0036341;;
30813;C4479599;;
3791;C1837174;;
8289;C0476089;;
4255;C2931010;;
3691;C0010346;;
1758;C0006142;;
675;C4551482;;
2175;C1856796;;
8398;C0036341;;
3691;C0036341;;
54413;C0376358;;
1080;C0276496;;
6505;C0279626;;
4854;C0279626;;
25782;C0152013;;
5970;C4721952;;
26053;C0149925;;
5925;C1961102;;
51339;C3179349;;
4524;C0751337;;
2048;C0023487;;
54820;C0009324;;
5274;C0009324;;
10717;C0006142;;
5167;C0028754;;
2146;C0376358;;
6295;C3151061;;
7415;C0038325;;
1308;C0079301;;
2313;C2673922;;
1806;C0036341;;
135228;C0006142;;
5251;C1845168;;
3315;C0152013;;
10370;C0025237;;
27077;C0752124;;
1969;C4551602;;
6786;C4551952;;
2121;C0152423;;
2658;C2239176;;
229;C1858991;;
4613;C1708349;;
673;C3501844;;
27185;C0005684;;
5053;C1510586;;
54894;C0006142;;
6712;C1854369;;
23224;C0279702;;
1545;C4310637;;
367;C2239176;;
7124;C0009402;;
595;C2239176;;
26585;C1708349;;
2737;C0009402;;
23152;C4041558;;
55788;C1848578;;
2936;C0002736;;
5498;C1961102;;
5251;C2713442;;
1471;C1961102;;
5781;C0024454;;
861;C1510586;;
2146;C0009405;;
217;C3489396;;
3953;C3489396;;
84140;C0035334;;
1588;C0376358;;
5071;C1263846;;
25861;C0033788;;
308;C0087031;;
5654;C0026654;;
7490;C0023487;;
54880;C0035335;;
23400;C1136042;;
196;C0003873;;
7167;C1843815;;
2077;C0750929;;
59067;C1838644;;
375611;C3151230;;
79583;C0036341;;
658;C1866070;;
22999;C0004352;;
10125;C1858391;;
9817;C0004352;;
54704;C0376358;;
1832;C0024117;;
5167;C0011860;;
25788;C0079770;;
1028;C1621958;;
2260;C0023264;;
7099;C0376358;;
3516;C2717876;;
4016;C0004352;;
2562;C0023467;;
7415;C0376358;;
4705;C0043346;;
11281;C0004352;;
3115;C0003873;;
59;C0006142;;
5173;C0024306;;
6731;C3810350;;
64218;C0035334;;
2146;C0010278;;
4914;C0020072;;
7189;C0007131;;
1356;C0022716;;
2056;C3501846;;
81704;C2936739;;
344018;C0276496;;
2703;C2675897;;
8289;C0006413;;
2132;C0015306;;
54790;C0036920;;
58508;C0036920;;
55750;C3837958;;
57167;C0994516;;
26047;C2239176;;
2488;C3489396;;
650;C0010278;;
29980;C2749757;;
1356;C2931082;;
10347;C1837149;;
335;C1708349;;
5310;C4707243;;
657;C0009402;;
8842;C2677516;;
1284;C0149925;;
1719;C0029463;;
80781;C4551775;;
8216;C0001973;;
6224;C1840452;;
2672;C0023467;;
3845;C0029456;;
1909;C0032897;;
284086;C3809434;;
240;C1336708;;
2296;C0345967;;
9187;C4041558;;
27019;C0345904;;
673;C3279839;;
673;C0087031;;
5015;C0751291;;
4609;C0206698;;
4547;C4552048;;
1287;C1567742;;
3689;C1842475;;
3284;C0751291;;
2707;C4225356;;
1588;C3489396;;
7431;C1845293;;
3991;C1720860;;
4864;C3645536;;
26047;C0001973;;
3119;C1849699;;
24137;C4721509;;
1496;C1708349;;
9971;C2239176;;
5077;C2239176;;
9723;C0342384;;
3557;C0206624;;
10461;C0035334;;
712;C3150902;;
5784;C0027819;;
171023;C0027708;;
23314;C0009402;;
83636;C1140680;;
2516;C4551851;;
2296;C0752123;;
4744;C1862939;;
7297;C0010346;;
255928;C4539976;;
1636;C1708349;;
5244;C1708349;;
3329;C1708349;;
8314;C1836743;;
7124;C0024117;;
6597;C4721444;;
2187;C3468041;;
3559;C0221406;;
6347;C0235833;;
3291;C3837958;;
2138;C0431406;;
182;C4692652;;
26005;C0751157;;
10735;C1510586;;
5155;C0040028;;
4728;C0025221;;
2911;C3887645;;
2778;C0036341;;
80207;C0279626;;
23400;C1839071;;
8284;C1839071;;
4914;C0752347;;
5649;C0019569;;
81794;C0751779;;
773;C2239176;;
5310;C0152426;;
1636;C0004352;;
343641;C1858726;;
5428;C1868675;;
6663;C0001973;;
2158;C0019069;;
2099;C2931822;;
8803;C0036341;;
79947;C0035334;;
56006;C4310793;;
7204;C0265219;;
2033;C0011860;;
6389;C1836724;;
3265;C1527404;;
54756;C2931779;;
847;C0004943;;
3972;C1837739;;
7124;C0010346;;
3670;C0027819;;
128674;C1563720;;
64321;C0005684;;
1616;C0206686;;
6324;C0699791;;
64135;C1839071;;
5424;C0009402;;
3105;C0038325;;
1565;C0752125;;
2774;C0036341;;
5978;C0036341;;
673;C0238198;;
4869;C1148551;;
5311;C0887850;;
2560;C0342384;;
4893;C0026764;;
5915;C0001973;;
6862;C0271829;;
27077;C3495587;;
57167;C0751083;;
6556;C0036202;;
7133;C4015195;;
1956;C0699791;;
3043;C0271979;;
590;C0027819;;
1200;C0010346;;
3988;C3179455;;
28514;C0006142;;
284217;C0009402;;
64241;C0028754;;
57731;C0279702;;
3295;C0005684;;
196;C0036341;;
54796;C0013366;;
3458;C0002874;;
1890;C3151617;;
374291;C4551479;;
25794;C1842816;;
7249;C3463824;;
5243;C0020651;;
50628;C0023467;;
5500;C0010346;;
9839;C1862839;;
23461;C0376358;;
151;C1842852;;
3815;C0023487;;
3557;C0087031;;
1476;C1112155;;
650;C0039685;;
5318;C0010346;;
5080;C0002895;;
3291;C0011854;;
5071;C0004352;;
11041;C1840391;;
2956;C0376358;;
8929;C2751682;;
123872;C4551720;;
78989;C0796059;;
25978;C0543859;;
4353;C0009324;;
2176;C0265219;;
5500;C0037769;;
4763;C0006142;;
1815;C1263846;;
4088;C3280674;;
5551;C0020608;;
137392;C4282400;;
51475;C0036341;;
4722;C0023264;;
2074;C0751039;;
2109;C1856403;;
126;C3160718;;
3479;C0005684;;
590;C1708349;;
3481;C0027708;;
7249;C1333990;;
7051;C0239849;;
85365;C2239176;;
4846;C0002395;;
55967;C1850598;;
1545;C2751089;;
4627;C0403445;;
5034;C1857781;;
8991;C1708349;;
999;C0376358;;
8803;C2931891;;
5771;C0009402;;
23250;C4721509;;
23189;C4310793;;
486;C0268448;;
3417;C0206698;;
1261;C0155017;;
6597;C3281201;;
3845;C3280766;;
4803;C0020072;;
6125;C1260899;;
138050;C0086647;;
958;C0003873;;
5551;C0276496;;
120892;C0007131;;
6011;C4551824;;
6868;C3280501;;
57538;C0751036;;
145226;C1148551;;
2038;C3151137;;
93;C3178806;;
3551;C0751337;;
181;C0006142;;
6336;C0348626;;
1634;C2239176;;
7025;C0206698;;
4193;C4282180;;
54209;C0002395;;
627;C1708349;;
55975;C0035334;;
2812;C1857941;;
650;C3809289;;
79827;C4707243;;
2752;C0036341;;
4704;C2931891;;
1758;C2930970;;
2022;C0162872;;
4089;C0206698;;
83483;C0030044;;
658;C2678492;;
3123;C1858516;;
4998;C2239176;;
64072;C1848640;;
7170;C0751337;;
27232;C0345904;;
2056;C0019025;;
478;C1868675;;
2735;C4748277;;
501;C0149925;;
340990;C3554002;;
3000;C0152013;;
7837;C0270911;;
6138;C1708349;;
79827;C1850597;;
23676;C1848204;;
2099;C3887485;;
4208;C0011860;;
3689;C0004943;;
7099;C1853926;;
6556;C3501846;;
139411;C0085215;;
57465;C1842531;;
7253;C0019202;;
6591;C1847800;;
11178;C2713537;;
60481;C0752123;;
3178;C0152013;;
2778;C4693481;;
5664;C1628319;;
2588;C0751291;;
23345;C2931822;;
55651;C1846142;;
153241;C0006142;;
7490;C0085215;;
57817;C0005411;;
7403;C0036341;;
4625;C1450052;;
2670;C0001973;;
23152;C0752122;;
7124;C1835895;;
2799;C0086648;;
4893;C0752121;;
2796;C0752125;;
23322;C3714506;;
3295;C0027819;;
23405;C0036341;;
58;C0029463;;
57697;C0238198;;
1508;C0376358;;
1545;C0023264;;
4128;C0751202;;
2562;C0036341;;
7852;C0220704;;
2071;C1866504;;
23476;C0036341;;
8443;C0282529;;
3856;C0025286;;
3482;C0007131;;
8912;C0271979;;
7153;C0005684;;
1861;C2239176;;
238;C0007785;;
55737;C0036341;;
1312;C0004352;;
4758;C0340485;;
7305;C4721893;;
6926;C2700553;;
472;C0342384;;
775;C0085298;;
6311;C0752123;;
6654;C0152013;;
240;C4085251;;
79728;C0279702;;
4582;C2936739;;
2138;C3551915;;
23175;C1849386;;
79876;C0752121;;
54894;C3280160;;
5159;C0007131;;
596;C0376358;;
6497;C4707243;;
5970;C0220769;;
7291;C0019025;;
650;C3469186;;
1789;C4722327;;
3033;C0345904;;
3479;C0268393;;
3815;C0684337;;
392255;C0009402;;
2064;C0087031;;
3481;C2931822;;
5770;C0003873;;
6938;C2936862;;
54443;C0279702;;
2539;C1168401;;
11113;C0028754;;
1297;C0036391;;
23094;C4225182;;
841;C2936837;;
7132;C0036341;;
1499;C0376358;;
7518;C0751291;;
27022;C3281201;;
7139;C1621958;;
3090;C0175704;;
6329;C0238358;;
2736;C0431399;;
103;C3489724;;
1756;C1449563;;
2110;C1856401;;
6854;C0036341;;
3239;C0003873;;
7508;C0043346;;
4306;C1449843;;
27107;C0238198;;
55764;C4551952;;
2033;C0005684;;
56603;C1800706;;
3691;C0162361;;
595;C0009324;;
673;C1843181;;
5336;C1168401;;
54902;C1850597;;
238;C0006142;;
6929;C1708349;;
6938;C1848204;;
5625;C0036341;;
7167;C0276496;;
6261;C0001973;;
5925;C0220697;;
387;C0235833;;
9181;C4721532;;
6507;C0004352;;
4719;C0006142;;
4990;C0011854;;
3912;C0004352;;
79644;C0334634;;
3119;C0376329;;
3661;C1450051;;
583;C0028754;;
4222;C0406811;;
2623;C0476089;;
23064;C0332890;;
1814;C1860861;;
8504;C4721541;;
23400;C0268281;;
1200;C1866422;;
6335;C3543867;;
4763;C1621958;;
5781;C0041409;;
2120;C2239176;;
3162;C1303073;;
2260;C4551902;;
1501;C0036341;;
595;C0028754;;
5728;C0276496;;
596;C0795907;;
3674;C0795907;;
5444;C3495587;;
6578;C0345408;;
2737;C0003873;;
367;C0001973;;
5244;C0009402;;
1719;C0003873;;
114798;C2697932;;
55764;C3489529;;
2624;C0029463;;
2720;C0086651;;
7124;C0041409;;
4929;C3837958;;
84340;C1850597;;
51082;C0751779;;
5243;C0003873;;
4638;C4707243;;
4137;C3160718;;
7486;C0009402;;
2132;C0029463;;
56997;C0473527;;
118856;C0265357;;
8878;C0036341;;
207;C0011848;;
27030;C0029459;;
3630;C0007131;;
4015;C0002875;;
359;C1563705;;
23418;C0023473;;
4728;C1850598;;
55172;C4551720;;
3559;C1866040;;
55967;C3501846;;
781;C4551804;;
120892;C0279702;;
5105;C0028754;;
1959;C0221032;;
1583;C1112155;;
8573;C0006142;;
7040;C2749561;;
675;C3463824;;
10806;C0011860;;
23474;C1850600;;
875;C0011860;;
3560;C0003873;;
6314;C0752122;;
9320;C0752124;;
1385;C0036341;;
8216;C1621958;;
27077;C0041341;;
84892;C0457133;;
147409;C1842839;;
64175;C0023931;;
1832;C1708349;;
3553;C1848172;;
4694;C1850598;;
4609;C3160733;;
2729;C0010346;;
2778;C3489630;;
783;C0038454;;
10842;C0745103;;
3284;C1850362;;
6311;C1510586;;
10683;C2239176;;
3078;C2936783;;
5311;C4707243;;
590;C0029458;;
875;C0079770;;
2879;C0010417;;
6647;C0008924;;
7157;C1961102;;
6237;C0376358;;
6712;C1840451;;
4208;C0004352;;
93;C1848204;;
57231;C4551981;;
8289;C0345905;;
51119;C0023467;;
1908;C1859049;;
5157;C0006413;;
57190;C0410207;;
3553;C1858361;;
1586;C3277849;;
79583;C0393702;;
81704;C0036341;;
3777;C0035334;;
1959;C0751779;;
3008;C0036341;;
1289;C0006142;;
6834;C0023264;;
7054;C1868675;;
1499;C0031900;;
22880;C0751036;;
81848;C0376358;;
353;C0009402;;
1071;C1704417;;
3636;C0524620;;
5959;C1142166;;
1301;C3151066;;
55129;C0752125;;
2187;C0751883;;
2566;C1850362;;
5727;C0752121;;
55036;C4317124;;
3852;C4552092;;
8572;C1140680;;
8864;C0023467;;
4193;C4084842;;
2555;C0271979;;
81031;C0006142;;
4437;C0087031;;
2911;C0752120;;
219844;C0016667;;
5445;C0752120;;
23189;C0001973;;
861;C3463824;;
2694;C0745103;;
5327;C0042487;;
2033;C0023467;;
7351;C3501846;;
23509;C4552092;;
2121;C4721508;;
5728;C1843181;;
4893;C0006142;;
1950;C1621958;;
3815;C0023467;;
1280;C1840452;;
8314;C0398738;;
7291;C0345904;;
4524;C1856059;;
10599;C0036631;;
10765;C4748219;;
1763;C3891452;;
673;C0041409;;
5271;C3554446;;
5604;C1846058;;
55739;C0006142;;
5445;C1704417;;
755;C0265275;;
5573;C0796279;;
783;C0348626;;
4308;C0003076;;
582;C4048328;;
2984;C0752125;;
221421;C4551720;;
3070;C1855115;;
308;C0751291;;
64132;C0376359;;
593;C0345904;;
10128;C1850600;;
4233;C2675508;;
4128;C0038644;;
1105;C0270952;;
2741;C2700553;;
60529;C2752089;;
3265;C4551602;;
2121;C2239176;;
58;C0410203;;
54903;C2936862;;
64221;C0376358;;
2146;C0009402;;
345193;C1850362;;
27152;C4552072;;
25942;C3553932;;
25939;C0027404;;
79644;C0751254;;
22880;C0038454;;
9971;C0345904;;
7297;C2749604;;
6391;C1851124;;
57539;C0265534;;
54209;C0238198;;
729920;C1708349;;
4683;C0398791;;
2694;C0036341;;
84140;C1419614;;
774;C0036341;;
9742;C0001973;;
4137;C0080178;;
1723;C0027708;;
1355;C0023487;;
2153;C0042487;;
23451;C0376358;;
5048;C0036341;;
2670;C1862939;;
5184;C0011860;;
6862;C0344490;;
23096;C2931891;;
6506;C0007131;;
1649;C0265535;;
84340;C0043346;;
2056;C0042487;;
5444;C4048328;;
79718;C0270911;;
6595;C0008924;;
3481;C1961835;;
860;C0029463;;
8802;C0006142;;
3199;C1708349;;
2672;C0376358;;
3630;C0031190;;
3356;C0036341;;
9997;C0268237;;
51129;C0036341;;
6708;C0027819;;
57167;C0279626;;
1906;C4551996;;
345193;C0270911;;
7037;C0024306;;
760;C0029459;;
